image_name,img_path,y_true,y_pred,confidence,correct,overlay_path,heatmap_path,heatmap_npy_path,original_path,prob_0,prob_1,prob_2,prob_3,prob_4
mmac_task_1_val_0134.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0134.png,0,0,0.5147182941436768,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\overlays\mmac_task_1_val_0134.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0134.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0134.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\originals\mmac_task_1_val_0134.png,0.5147182941436768,0.12972165644168854,0.07240261137485504,0.12103908509016037,0.1621183604001999
mmac_task_1_val_0003.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0003.png,2,2,0.8622835278511047,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\overlays\mmac_task_1_val_0003.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0003.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0003.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\originals\mmac_task_1_val_0003.png,0.002461373107507825,0.0007979081710800529,0.8622835278511047,0.040744032710790634,0.09371315687894821
mmac_task_1_val_0242.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0242.png,3,3,0.9257920384407043,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\overlays\mmac_task_1_val_0242.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0242.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0242.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\originals\mmac_task_1_val_0242.png,0.0026322563644498587,0.0004110255977138877,0.005107158329337835,0.9257920384407043,0.06605752557516098
mmac_task_1_val_0173.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0173.png,0,0,0.4643082916736603,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\overlays\mmac_task_1_val_0173.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0173.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0173.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\originals\mmac_task_1_val_0173.png,0.4643082916736603,0.1951012760400772,0.1425837129354477,0.08467649668455124,0.11333019286394119
mmac_task_1_val_0125.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0125.png,0,0,0.4779500365257263,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\overlays\mmac_task_1_val_0125.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0125.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0125.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\originals\mmac_task_1_val_0125.png,0.4779500365257263,0.14324577152729034,0.06038162112236023,0.09985244274139404,0.21857017278671265
mmac_task_1_val_0247.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0247.png,4,4,0.931317150592804,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\overlays\mmac_task_1_val_0247.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0247.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0247.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\originals\mmac_task_1_val_0247.png,0.0010001607006415725,0.006300426088273525,0.0007202808628790081,0.060661982744932175,0.931317150592804
mmac_task_1_val_0001.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0001.png,3,2,0.7808647155761719,0,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\overlays\mmac_task_1_val_0001.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0001.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0001.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\originals\mmac_task_1_val_0001.png,0.0016696967650204897,0.00011408091086195782,0.7808647155761719,0.17872275412082672,0.038628797978162766
mmac_task_1_val_0245.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0245.png,4,4,0.7876452803611755,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\overlays\mmac_task_1_val_0245.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0245.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0245.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\originals\mmac_task_1_val_0245.png,0.00174299580976367,0.0019321690779179335,0.00823772419244051,0.20044180750846863,0.7876452803611755
mmac_task_1_val_0239.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0239.png,3,2,0.6875776052474976,0,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\overlays\mmac_task_1_val_0239.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0239.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0239.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\originals\mmac_task_1_val_0239.png,0.006340075749903917,0.0015601671766489744,0.6875776052474976,0.2508757412433624,0.05364641547203064
mmac_task_1_val_0046.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0046.png,4,4,0.9897552132606506,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\overlays\mmac_task_1_val_0046.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0046.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0046.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\originals\mmac_task_1_val_0046.png,0.004228825215250254,0.0004202708078082651,0.0017382402438670397,0.0038574475329369307,0.9897552132606506
mmac_task_1_val_0103.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0103.png,1,1,0.740382969379425,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\overlays\mmac_task_1_val_0103.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0103.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0103.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\originals\mmac_task_1_val_0103.png,0.03524300828576088,0.740382969379425,0.02111973613500595,0.056249648332595825,0.14700458943843842
mmac_task_1_val_0148.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0148.png,2,2,0.8369795083999634,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\overlays\mmac_task_1_val_0148.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0148.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0148.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\originals\mmac_task_1_val_0148.png,0.0033879263792186975,0.03712140768766403,0.8369795083999634,0.057215239852666855,0.06529588252305984
mmac_task_1_val_0008.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0008.png,2,2,0.9221687912940979,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\overlays\mmac_task_1_val_0008.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0008.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0008.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\originals\mmac_task_1_val_0008.png,0.021301845088601112,0.00013190876052249223,0.9221687912940979,0.019012223929166794,0.03738519921898842
mmac_task_1_val_0213.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0213.png,3,3,0.6521239876747131,1,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\overlays\mmac_task_1_val_0213.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0213.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0213.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\originals\mmac_task_1_val_0213.png,0.0021410142071545124,0.00041000975761562586,0.2882249355316162,0.6521239876747131,0.05710005760192871
mmac_task_1_val_0051.png,a:\Applied AI\group work\AppliedAIGroupProject\Testing\Testing_Images\mmac_task_1_val_0051.png,1,0,0.4229687750339508,0,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\overlays\mmac_task_1_val_0051.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0051.png,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\heatmaps\mmac_task_1_val_0051.npy,a:\Applied AI\group work\AppliedAIGroupProject\outputs\mixed_mtl\explainability\gradcam_selected\originals\mmac_task_1_val_0051.png,0.4229687750339508,0.17750436067581177,0.07858257740736008,0.10215120017528534,0.21879303455352783
